read_id	my_status	my_rname	my_pos	my_mismatches	my_num_hits
ILLUMINA-075005_0053_FC:3:1:6230:1126#0	unique	3L	9509967	0	1
ILLUMINA-075005_0053_FC:3:1:6253:1129#0	unique	3R	16297076	0	1
ILLUMINA-075005_0053_FC:3:1:6317:1122#0	unique	2R	12377141	0	1
ILLUMINA-075005_0053_FC:3:1:6488:1124#0	unique	2R	9587858	0	1
ILLUMINA-075005_0053_FC:3:1:7321:1120#0	unique	3L	20495972	0	1
ILLUMINA-075005_0053_FC:3:1:7549:1119#0	unique	2R	17094092	0	1
ILLUMINA-075005_0053_FC:3:1:7588:1120#0	unique	4	66464	0	1
ILLUMINA-075005_0053_FC:3:1:7756:1127#0	unique	2R	14179338	1	1
ILLUMINA-075005_0053_FC:3:1:8153:1120#0	unique	3L	1667952	0	1
ILLUMINA-075005_0053_FC:3:1:8184:1119#0	unique	3L	16967505	1	1
ILLUMINA-075005_0053_FC:3:1:8981:1126#0	unique	3R	7087469	1	1
ILLUMINA-075005_0053_FC:3:1:9848:1125#0	unique	2L	9709714	0	1
ILLUMINA-075005_0053_FC:3:1:10329:1129#0	unique	3L	3221142	2	1
ILLUMINA-075005_0053_FC:3:1:10354:1121#0	unique	X	9555111	0	1
ILLUMINA-075005_0053_FC:3:1:10688:1127#0	unique	3R	7253262	0	1
ILLUMINA-075005_0053_FC:3:1:10774:1120#0	unique	X	2442317	0	1
ILLUMINA-075005_0053_FC:3:1:10936:1120#0	unique	2R	18418302	0	1
ILLUMINA-075005_0053_FC:3:1:11003:1118#0	unique	3L	8597704	0	1
ILLUMINA-075005_0053_FC:3:1:11424:1118#0	unique	3R	7088106	0	1
ILLUMINA-075005_0053_FC:3:1:11648:1129#0	unique	X	2022255	0	1
ILLUMINA-075005_0053_FC:3:1:11668:1125#0	unique	2L	16782879	1	1
ILLUMINA-075005_0053_FC:3:1:11769:1127#0	unique	3R	31216571	0	1
ILLUMINA-075005_0053_FC:3:1:11870:1124#0	multi				2
ILLUMINA-075005_0053_FC:3:1:11916:1123#0	unique	2L	10201736	1	1
ILLUMINA-075005_0053_FC:3:1:12285:1122#0	unique	2L	6558420	2	1
ILLUMINA-075005_0053_FC:3:1:12345:1122#0	unique	2R	24903430	0	1
ILLUMINA-075005_0053_FC:3:1:12466:1119#0	unique	2L	13782017	0	1
ILLUMINA-075005_0053_FC:3:1:12629:1123#0	unique	3R	16652841	0	1
ILLUMINA-075005_0053_FC:3:1:13214:1122#0	unique	2R	22800615	0	1
ILLUMINA-075005_0053_FC:3:1:13235:1119#0	unique	2R	12038482	1	1
ILLUMINA-075005_0053_FC:3:1:14057:1118#0	unique	X	5913084	0	1
ILLUMINA-075005_0053_FC:3:1:14322:1124#0	unique	2R	19290887	0	1
ILLUMINA-075005_0053_FC:3:1:14354:1118#0	unique	X	6741941	0	1
ILLUMINA-075005_0053_FC:3:1:14548:1127#0	unique	2L	21170193	0	1
ILLUMINA-075005_0053_FC:3:1:14617:1118#0	unique	3L	9049155	0	1
ILLUMINA-075005_0053_FC:3:1:15021:1121#0	unique	2L	13921094	0	1
ILLUMINA-075005_0053_FC:3:1:15395:1124#0	unique	3L	9731143	0	1
ILLUMINA-075005_0053_FC:3:1:15811:1122#0	unique	3L	16994141	1	1
ILLUMINA-075005_0053_FC:3:1:16232:1124#0	unique	2L	16327258	0	1
ILLUMINA-075005_0053_FC:3:1:16270:1129#0	unique	2L	13921079	0	1
ILLUMINA-075005_0053_FC:3:1:16351:1121#0	unique	3L	22077075	0	1
ILLUMINA-075005_0053_FC:3:1:16388:1128#0	unique	2R	17672403	2	1
ILLUMINA-075005_0053_FC:3:1:16471:1127#0	unique	2R	20977414	0	1
ILLUMINA-075005_0053_FC:3:1:16510:1129#0	unique	2L	10224763	0	1
ILLUMINA-075005_0053_FC:3:1:16620:1129#0	unique	2L	13920974	0	1
ILLUMINA-075005_0053_FC:3:1:17261:1123#0	unique	2R	19392287	0	1
ILLUMINA-075005_0053_FC:3:1:17661:1127#0	unique	2L	420380	1	1
ILLUMINA-075005_0053_FC:3:1:17838:1119#0	unique	2R	16868813	0	1
ILLUMINA-075005_0053_FC:3:1:17992:1122#0	unique	2L	19959423	0	1
ILLUMINA-075005_0053_FC:3:1:18107:1123#0	unique	3L	9049162	0	1
ILLUMINA-075005_0053_FC:3:1:18749:1128#0	unique	2R	17546546	1	1
ILLUMINA-075005_0053_FC:3:1:1494:1134#0	unique	2L	21170193	0	1
ILLUMINA-075005_0053_FC:3:1:2371:1130#0	unique	3L	7240316	0	1
ILLUMINA-075005_0053_FC:3:1:2580:1138#0	unique	2R	19173798	0	1
ILLUMINA-075005_0053_FC:3:1:2734:1134#0	unique	3R	18165331	1	1
ILLUMINA-075005_0053_FC:3:1:3259:1134#0	unique	3L	18879802	0	1
ILLUMINA-075005_0053_FC:3:1:3930:1134#0	unique	X	17633374	0	1
ILLUMINA-075005_0053_FC:3:1:4219:1138#0	unique	3L	21985795	1	1
ILLUMINA-075005_0053_FC:3:1:4887:1132#0	unique	3L	22076826	0	1
ILLUMINA-075005_0053_FC:3:1:5581:1137#0	unique	2R	24996084	0	1
ILLUMINA-075005_0053_FC:3:1:5648:1135#0	unique	X	8874019	3	1
ILLUMINA-075005_0053_FC:3:1:5678:1138#0	unique	2R	9919473	0	1
ILLUMINA-075005_0053_FC:3:1:5789:1133#0	unique	3R	9778817	0	1
ILLUMINA-075005_0053_FC:3:1:5891:1134#0	unique	3R	31745339	0	1
ILLUMINA-075005_0053_FC:3:1:6358:1130#0	unique	2R	16333016	1	1
ILLUMINA-075005_0053_FC:3:1:6507:1139#0	unique	3L	7240273	0	1
ILLUMINA-075005_0053_FC:3:1:7036:1133#0	unique	3R	11215484	0	1
ILLUMINA-075005_0053_FC:3:1:7583:1139#0	unique	3L	68811	0	1
ILLUMINA-075005_0053_FC:3:1:7675:1130#0	unique	X	19740928	0	1
ILLUMINA-075005_0053_FC:3:1:7866:1134#0	unique	2R	8911817	0	1
ILLUMINA-075005_0053_FC:3:1:7946:1132#0	unique	3L	9050199	1	1
ILLUMINA-075005_0053_FC:3:1:8115:1138#0	unique	3R	15313145	1	1
ILLUMINA-075005_0053_FC:3:1:8421:1140#0	unique	3R	24717920	0	1
ILLUMINA-075005_0053_FC:3:1:8927:1131#0	unique	3R	31599095	0	1
ILLUMINA-075005_0053_FC:3:1:8948:1137#0	unique	3L	9973347	0	1
ILLUMINA-075005_0053_FC:3:1:9138:1139#0	multi				2
ILLUMINA-075005_0053_FC:3:1:9225:1132#0	unique	3L	14033978	1	1
ILLUMINA-075005_0053_FC:3:1:9320:1131#0	unique	2L	23312956	1	1
ILLUMINA-075005_0053_FC:3:1:10079:1130#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10138:1139#0	unique	3R	14327447	0	1
ILLUMINA-075005_0053_FC:3:1:10181:1137#0	unique	2R	17408257	0	1
ILLUMINA-075005_0053_FC:3:1:10254:1140#0	unique	3R	30572293	0	1
ILLUMINA-075005_0053_FC:3:1:10734:1139#0	unique	2L	13945537	0	1
ILLUMINA-075005_0053_FC:3:1:11153:1137#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11184:1132#0	unique	2R	17408446	1	1
ILLUMINA-075005_0053_FC:3:1:11597:1136#0	unique	3R	31740574	0	1
ILLUMINA-075005_0053_FC:3:1:11805:1131#0	unique	3R	15440823	1	1
ILLUMINA-075005_0053_FC:3:1:11901:1140#0	unique	X	17666040	0	1
ILLUMINA-075005_0053_FC:3:1:12001:1134#0	unique	2R	9587609	0	1
ILLUMINA-075005_0053_FC:3:1:12880:1130#0	unique	3R	26985670	2	1
ILLUMINA-075005_0053_FC:3:1:12904:1139#0	unique	dmel_mitochondrion_genome	13733	0	1
ILLUMINA-075005_0053_FC:3:1:12925:1130#0	unique	dmel_mitochondrion_genome	13733	1	1
ILLUMINA-075005_0053_FC:3:1:12944:1137#0	unique	2L	7825950	0	1
ILLUMINA-075005_0053_FC:3:1:13002:1138#0	unique	2L	13921130	0	1
ILLUMINA-075005_0053_FC:3:1:13644:1133#0	unique	3R	31763351	0	1
ILLUMINA-075005_0053_FC:3:1:13848:1134#0	unique	3L	5760216	0	1
ILLUMINA-075005_0053_FC:3:1:14079:1135#0	unique	2L	14186770	1	1
ILLUMINA-075005_0053_FC:3:1:14367:1141#0	unique	2R	6635703	0	1
ILLUMINA-075005_0053_FC:3:1:14412:1139#0	unique	3L	8602108	0	1
ILLUMINA-075005_0053_FC:3:1:15116:1133#0	unique	X	11111874	0	1
ILLUMINA-075005_0053_FC:3:1:15971:1134#0	unique	2L	21170922	0	1
ILLUMINA-075005_0053_FC:3:1:16492:1132#0	unique	3R	27924140	0	1
ILLUMINA-075005_0053_FC:3:1:16596:1130#0	unique	3L	14998471	0	1
ILLUMINA-075005_0053_FC:3:1:16709:1134#0	unique	3R	9629177	0	1
ILLUMINA-075005_0053_FC:3:1:16807:1131#0	unique	3R	15266603	0	1
ILLUMINA-075005_0053_FC:3:1:17307:1133#0	unique	2L	21678387	0	1
ILLUMINA-075005_0053_FC:3:1:17697:1132#0	unique	2L	6979980	2	1
ILLUMINA-075005_0053_FC:3:1:17904:1136#0	unique	2L	8686754	0	1
ILLUMINA-075005_0053_FC:3:1:18495:1134#0	unique	2L	13945856	2	1
ILLUMINA-075005_0053_FC:3:1:18664:1133#0	unique	3L	19535522	0	1
ILLUMINA-075005_0053_FC:3:1:18773:1137#0	unique	3L	8338221	0	1
ILLUMINA-075005_0053_FC:3:1:18817:1134#0	unique	X	19740796	0	1
ILLUMINA-075005_0053_FC:3:1:18904:1135#0	unique	3L	1330178	0	1
ILLUMINA-075005_0053_FC:3:1:19451:1140#0	unique	3L	8601662	0	1
ILLUMINA-075005_0053_FC:3:1:19605:1139#0	unique	dmel_mitochondrion_genome	12898	0	1
ILLUMINA-075005_0053_FC:3:1:19770:1133#0	unique	X	12690638	1	1
ILLUMINA-075005_0053_FC:3:1:1297:1141#0	unique	3R	18221030	0	1
ILLUMINA-075005_0053_FC:3:1:1657:1150#0	unique	X	649127	0	1
ILLUMINA-075005_0053_FC:3:1:1788:1151#0	unique	3R	30208131	1	1
ILLUMINA-075005_0053_FC:3:1:2411:1145#0	unique	2R	24009975	0	1
ILLUMINA-075005_0053_FC:3:1:2491:1142#0	unique	3R	14270946	1	1
ILLUMINA-075005_0053_FC:3:1:3464:1146#0	unique	2R	23708877	1	1
ILLUMINA-075005_0053_FC:3:1:3660:1153#0	unique	2R	23995670	0	1
ILLUMINA-075005_0053_FC:3:1:3762:1145#0	unique	2R	22799925	1	1
ILLUMINA-075005_0053_FC:3:1:4012:1147#0	unique	2L	13923364	0	1
ILLUMINA-075005_0053_FC:3:1:4533:1144#0	unique	2R	18797266	0	1
ILLUMINA-075005_0053_FC:3:1:4584:1145#0	unique	2R	14989111	0	1
ILLUMINA-075005_0053_FC:3:1:4992:1148#0	unique	2R	14149262	0	1
ILLUMINA-075005_0053_FC:3:1:5067:1148#0	unique	2R	16570183	0	1
ILLUMINA-075005_0053_FC:3:1:5119:1149#0	unique	X	2609317	0	1
ILLUMINA-075005_0053_FC:3:1:5719:1152#0	unique	4	169152	0	1
ILLUMINA-075005_0053_FC:3:1:5810:1145#0	unique	3R	8774550	0	1
ILLUMINA-075005_0053_FC:3:1:6176:1149#0	unique	2R	17408744	3	1
ILLUMINA-075005_0053_FC:3:1:6193:1151#0	unique	2L	642816	1	1
ILLUMINA-075005_0053_FC:3:1:6454:1149#0	unique	3R	31599150	0	1
ILLUMINA-075005_0053_FC:3:1:6552:1142#0	unique	X	15848906	0	1
ILLUMINA-075005_0053_FC:3:1:7404:1148#0	unique	2L	8042021	0	1
ILLUMINA-075005_0053_FC:3:1:7600:1150#0	unique	2L	10358511	0	1
ILLUMINA-075005_0053_FC:3:1:7924:1147#0	unique	3R	30173596	0	1
ILLUMINA-075005_0053_FC:3:1:8044:1145#0	unique	2L	13921023	1	1
ILLUMINA-075005_0053_FC:3:1:8075:1142#0	unique	X	3882493	0	1
ILLUMINA-075005_0053_FC:3:1:8131:1150#0	unique	3R	15313145	1	1
ILLUMINA-075005_0053_FC:3:1:8156:1149#0	unique	3L	19536426	1	1
ILLUMINA-075005_0053_FC:3:1:8232:1149#0	unique	3R	31773589	1	1
ILLUMINA-075005_0053_FC:3:1:8372:1148#0	unique	2L	7231035	2	1
ILLUMINA-075005_0053_FC:3:1:9126:1152#0	unique	3L	5154391	3	1
ILLUMINA-075005_0053_FC:3:1:9240:1147#0	unique	3L	14033978	1	1
ILLUMINA-075005_0053_FC:3:1:9638:1147#0	unique	4	1033781	0	1
ILLUMINA-075005_0053_FC:3:1:9752:1150#0	unique	3R	25681884	0	1
ILLUMINA-075005_0053_FC:3:1:9825:1150#0	unique	2R	22800174	0	1
ILLUMINA-075005_0053_FC:3:1:10901:1144#0	unique	2L	18706519	0	1
ILLUMINA-075005_0053_FC:3:1:10998:1148#0	unique	X	15139012	0	1
ILLUMINA-075005_0053_FC:3:1:11658:1147#0	unique	3R	20851093	0	1
ILLUMINA-075005_0053_FC:3:1:11777:1152#0	unique	2L	19008379	0	1
ILLUMINA-075005_0053_FC:3:1:12341:1152#0	unique	3R	30172269	0	1
ILLUMINA-075005_0053_FC:3:1:12558:1148#0	unique	3R	27049668	1	1
ILLUMINA-075005_0053_FC:3:1:12595:1146#0	unique	2R	21294271	0	1
ILLUMINA-075005_0053_FC:3:1:12646:1153#0	unique	3R	31216922	1	1
ILLUMINA-075005_0053_FC:3:1:13053:1150#0	multi				3
ILLUMINA-075005_0053_FC:3:1:13174:1152#0	unique	3R	7088740	1	1
ILLUMINA-075005_0053_FC:3:1:13310:1145#0	unique	3L	8327835	1	1
ILLUMINA-075005_0053_FC:3:1:13580:1151#0	unique	3R	29863429	0	1
ILLUMINA-075005_0053_FC:3:1:13741:1142#0	unique	3R	5593276	0	1
ILLUMINA-075005_0053_FC:3:1:13912:1144#0	unique	2L	13922711	0	1
ILLUMINA-075005_0053_FC:3:1:13983:1143#0	unique	2R	13263958	0	1
ILLUMINA-075005_0053_FC:3:1:15054:1145#0	unique	3L	19989875	0	1
ILLUMINA-075005_0053_FC:3:1:15149:1142#0	unique	3L	8337657	1	1
ILLUMINA-075005_0053_FC:3:1:15446:1142#0	unique	3L	8357440	0	1
ILLUMINA-075005_0053_FC:3:1:15857:1148#0	unique	3R	15266095	0	1
ILLUMINA-075005_0053_FC:3:1:16344:1141#0	unique	3L	17955281	0	1
ILLUMINA-075005_0053_FC:3:1:16834:1152#0	unique	3L	1668051	0	1
ILLUMINA-075005_0053_FC:3:1:17078:1146#0	unique	3R	9679302	0	1
ILLUMINA-075005_0053_FC:3:1:17410:1147#0	unique	X	18426841	0	1
ILLUMINA-075005_0053_FC:3:1:18164:1148#0	unique	X	19492820	0	1
ILLUMINA-075005_0053_FC:3:1:18619:1150#0	unique	2L	9767989	1	1
ILLUMINA-075005_0053_FC:3:1:18919:1144#0	unique	2R	22855522	0	1
ILLUMINA-075005_0053_FC:3:1:19716:1142#0	unique	2R	15544759	0	1
ILLUMINA-075005_0053_FC:3:1:19798:1145#0	unique	2R	13266079	0	1
ILLUMINA-075005_0053_FC:3:1:1289:1159#0	unique	X	18426483	1	1
ILLUMINA-075005_0053_FC:3:1:1386:1154#0	unique	2L	10848084	1	1
ILLUMINA-075005_0053_FC:3:1:1428:1162#0	unique	2L	21678485	0	1
ILLUMINA-075005_0053_FC:3:1:3481:1161#0	unique	2R	13983889	0	1
ILLUMINA-075005_0053_FC:3:1:3806:1160#0	unique	3L	2588720	0	1
ILLUMINA-075005_0053_FC:3:1:3844:1159#0	unique	3R	6469628	1	1
ILLUMINA-075005_0053_FC:3:1:3887:1158#0	unique	X	1344135	0	1
ILLUMINA-075005_0053_FC:3:1:4075:1161#0	unique	3R	29153031	1	1
ILLUMINA-075005_0053_FC:3:1:4462:1160#0	unique	2L	5984265	1	1
ILLUMINA-075005_0053_FC:3:1:4512:1158#0	unique	3R	7088130	0	1
ILLUMINA-075005_0053_FC:3:1:4555:1160#0	unique	2L	4447369	0	1
ILLUMINA-075005_0053_FC:3:1:4818:1154#0	unique	X	9587066	0	1
ILLUMINA-075005_0053_FC:3:1:5397:1161#0	unique	3R	5624988	0	1
ILLUMINA-075005_0053_FC:3:1:5450:1158#0	unique	X	2172828	0	1
ILLUMINA-075005_0053_FC:3:1:5571:1157#0	unique	2R	24027157	0	1
ILLUMINA-075005_0053_FC:3:1:6324:1162#0	unique	X	2446936	0	1
ILLUMINA-075005_0053_FC:3:1:6655:1158#0	unique	2L	10847434	0	1
ILLUMINA-075005_0053_FC:3:1:6783:1155#0	unique	3L	9050044	0	1
ILLUMINA-075005_0053_FC:3:1:6925:1154#0	unique	2R	17546528	0	1
ILLUMINA-075005_0053_FC:3:1:7035:1159#0	unique	3R	29853200	0	1
ILLUMINA-075005_0053_FC:3:1:7101:1164#0	unique	3L	17848178	0	1
ILLUMINA-075005_0053_FC:3:1:7625:1162#0	unique	3L	5135235	0	1
ILLUMINA-075005_0053_FC:3:1:7708:1158#0	unique	2R	7509024	0	1
ILLUMINA-075005_0053_FC:3:1:8391:1164#0	unique	2L	7802244	0	1
ILLUMINA-075005_0053_FC:3:1:8422:1161#0	unique	3R	30167071	0	1
ILLUMINA-075005_0053_FC:3:1:8547:1157#0	unique	3L	21985376	0	1
ILLUMINA-075005_0053_FC:3:1:8596:1155#0	unique	2L	10410360	0	1
ILLUMINA-075005_0053_FC:3:1:8740:1162#0	unique	2L	5196128	0	1
ILLUMINA-075005_0053_FC:3:1:8758:1159#0	unique	2L	19762154	0	1
ILLUMINA-075005_0053_FC:3:1:8809:1161#0	unique	2L	13933453	1	1
ILLUMINA-075005_0053_FC:3:1:8933:1155#0	unique	3R	9265846	0	1
ILLUMINA-075005_0053_FC:3:1:9524:1158#0	unique	2R	17075777	0	1
ILLUMINA-075005_0053_FC:3:1:10185:1158#0	unique	3R	22721700	0	1
ILLUMINA-075005_0053_FC:3:1:10378:1157#0	unique	2L	13933316	0	1
ILLUMINA-075005_0053_FC:3:1:10670:1161#0	unique	3R	6216724	0	1
ILLUMINA-075005_0053_FC:3:1:10803:1156#0	unique	X	7893086	1	1
ILLUMINA-075005_0053_FC:3:1:10848:1154#0	unique	3R	27965887	3	1
ILLUMINA-075005_0053_FC:3:1:11260:1163#0	unique	3L	9870593	0	1
ILLUMINA-075005_0053_FC:3:1:11566:1163#0	unique	X	2147363	0	1
ILLUMINA-075005_0053_FC:3:1:11875:1154#0	unique	2R	23074131	1	1
ILLUMINA-075005_0053_FC:3:1:12716:1155#0	unique	3L	17426195	0	1
ILLUMINA-075005_0053_FC:3:1:13343:1158#0	unique	3R	22028623	0	1
ILLUMINA-075005_0053_FC:3:1:13465:1156#0	unique	3R	17669191	0	1
ILLUMINA-075005_0053_FC:3:1:14265:1163#0	unique	2R	22800367	0	1
ILLUMINA-075005_0053_FC:3:1:14533:1155#0	unique	2R	22854717	0	1
ILLUMINA-075005_0053_FC:3:1:15150:1160#0	unique	2R	8911690	1	1
ILLUMINA-075005_0053_FC:3:1:16226:1155#0	unique	3L	8519693	0	1
ILLUMINA-075005_0053_FC:3:1:16471:1155#0	unique	3R	5267818	1	1
ILLUMINA-075005_0053_FC:3:1:16509:1159#0	unique	2L	10274477	0	1
ILLUMINA-075005_0053_FC:3:1:16760:1154#0	unique	X	5683271	0	1
ILLUMINA-075005_0053_FC:3:1:17189:1157#0	unique	3R	20851050	0	1
ILLUMINA-075005_0053_FC:3:1:17500:1163#0	unique	3R	14607335	1	1
ILLUMINA-075005_0053_FC:3:1:17681:1157#0	unique	X	17937624	0	1
ILLUMINA-075005_0053_FC:3:1:17786:1155#0	unique	2R	16142866	1	1
ILLUMINA-075005_0053_FC:3:1:17813:1161#0	unique	2L	5525420	0	1
ILLUMINA-075005_0053_FC:3:1:17895:1157#0	unique	3R	28993758	2	1
ILLUMINA-075005_0053_FC:3:1:17913:1157#0	unique	X	15139022	0	1
ILLUMINA-075005_0053_FC:3:1:18122:1153#0	unique	4	1033623	0	1
ILLUMINA-075005_0053_FC:3:1:18364:1158#0	unique	2R	12881144	0	1
ILLUMINA-075005_0053_FC:3:1:18381:1165#0	unique	2L	7825699	0	1
ILLUMINA-075005_0053_FC:3:1:19229:1163#0	unique	2L	13945337	0	1
ILLUMINA-075005_0053_FC:3:1:19435:1156#0	unique	2L	10221666	1	1
ILLUMINA-075005_0053_FC:3:1:1166:1165#0	unique	2R	9142570	0	1
ILLUMINA-075005_0053_FC:3:1:1328:1165#0	unique	X	6359019	0	1
ILLUMINA-075005_0053_FC:3:1:1459:1174#0	unique	X	15084174	0	1
ILLUMINA-075005_0053_FC:3:1:1539:1165#0	unique	3R	15440760	0	1
ILLUMINA-075005_0053_FC:3:1:2258:1165#0	unique	X	2027764	1	1
ILLUMINA-075005_0053_FC:3:1:2600:1173#0	unique	3L	9511128	1	1
ILLUMINA-075005_0053_FC:3:1:2958:1176#0	unique	3L	18827367	0	1
ILLUMINA-075005_0053_FC:3:1:3339:1172#0	unique	3L	3195474	1	1
ILLUMINA-075005_0053_FC:3:1:3616:1165#0	unique	2L	12299201	0	1
ILLUMINA-075005_0053_FC:3:1:3947:1169#0	unique	2L	13933323	0	1
ILLUMINA-075005_0053_FC:3:1:4267:1167#0	unique	3L	11823816	1	1
ILLUMINA-075005_0053_FC:3:1:4578:1169#0	unique	3R	30173659	3	1
ILLUMINA-075005_0053_FC:3:1:4676:1169#0	unique	2R	16794489	0	1
ILLUMINA-075005_0053_FC:3:1:4784:1169#0	unique	2R	9990839	0	1
ILLUMINA-075005_0053_FC:3:1:4896:1175#0	unique	X	6741740	0	1
ILLUMINA-075005_0053_FC:3:1:5764:1173#0	unique	2R	16782966	0	1
ILLUMINA-075005_0053_FC:3:1:5850:1171#0	multi				2
ILLUMINA-075005_0053_FC:3:1:6376:1169#0	unique	2R	23930223	0	1
ILLUMINA-075005_0053_FC:3:1:6427:1172#0	unique	3L	8327637	0	1
ILLUMINA-075005_0053_FC:3:1:6695:1173#0	unique	3R	16470885	0	1
ILLUMINA-075005_0053_FC:3:1:7003:1166#0	unique	2R	23548804	0	1
ILLUMINA-075005_0053_FC:3:1:7556:1172#0	unique	3R	9575923	0	1
ILLUMINA-075005_0053_FC:3:1:8064:1171#0	unique	X	6531057	1	1
ILLUMINA-075005_0053_FC:3:1:8316:1176#0	unique	2L	18442510	0	1
ILLUMINA-075005_0053_FC:3:1:8501:1167#0	unique	3L	3818176	0	1
ILLUMINA-075005_0053_FC:3:1:9076:1165#0	unique	X	16286818	1	1
ILLUMINA-075005_0053_FC:3:1:9561:1175#0	unique	3R	7087862	1	1
ILLUMINA-075005_0053_FC:3:1:9842:1169#0	unique	2L	18442959	0	1
ILLUMINA-075005_0053_FC:3:1:9915:1166#0	unique	3L	262245	0	1
ILLUMINA-075005_0053_FC:3:1:10133:1172#0	unique	2R	7538366	0	1
ILLUMINA-075005_0053_FC:3:1:10212:1170#0	unique	2R	24058561	0	1
ILLUMINA-075005_0053_FC:3:1:10473:1176#0	unique	3R	27050109	1	1
ILLUMINA-075005_0053_FC:3:1:10741:1167#0	unique	3L	16278552	0	1
ILLUMINA-075005_0053_FC:3:1:12663:1175#0	unique	2L	14409140	0	1
ILLUMINA-075005_0053_FC:3:1:12923:1171#0	multi				2
ILLUMINA-075005_0053_FC:3:1:13237:1175#0	unique	2L	3466857	1	1
ILLUMINA-075005_0053_FC:3:1:13311:1171#0	unique	2R	15545291	1	1
ILLUMINA-075005_0053_FC:3:1:13462:1175#0	unique	3R	17669191	1	1
ILLUMINA-075005_0053_FC:3:1:13634:1174#0	unique	2R	15857928	0	1
ILLUMINA-075005_0053_FC:3:1:14113:1166#0	unique	X	20135073	1	1
ILLUMINA-075005_0053_FC:3:1:14388:1168#0	unique	2R	7312203	1	1
ILLUMINA-075005_0053_FC:3:1:14484:1168#0	unique	2R	17666552	0	1
ILLUMINA-075005_0053_FC:3:1:14643:1166#0	unique	3L	8326238	0	1
ILLUMINA-075005_0053_FC:3:1:14729:1170#0	unique	3R	27657875	0	1
ILLUMINA-075005_0053_FC:3:1:14914:1165#0	unique	2L	7826798	1	1
ILLUMINA-075005_0053_FC:3:1:15275:1171#0	unique	3R	5649984	0	1
ILLUMINA-075005_0053_FC:3:1:16068:1167#0	unique	2R	15859102	0	1
ILLUMINA-075005_0053_FC:3:1:16110:1168#0	unique	2L	4797230	1	1
ILLUMINA-075005_0053_FC:3:1:16410:1170#0	unique	2R	24968941	0	1
ILLUMINA-075005_0053_FC:3:1:16957:1172#0	unique	2L	21172705	1	1
ILLUMINA-075005_0053_FC:3:1:17336:1168#0	unique	3L	19813846	0	1
ILLUMINA-075005_0053_FC:3:1:17480:1168#0	unique	3L	22077404	0	1
ILLUMINA-075005_0053_FC:3:1:17701:1171#0	unique	3L	9049531	2	1
ILLUMINA-075005_0053_FC:3:1:17731:1171#0	unique	2R	20233949	1	1
ILLUMINA-075005_0053_FC:3:1:18141:1174#0	unique	3L	16585277	1	1
ILLUMINA-075005_0053_FC:3:1:18219:1169#0	unique	2L	9896583	0	1
ILLUMINA-075005_0053_FC:3:1:18670:1169#0	unique	2R	19442655	0	1
ILLUMINA-075005_0053_FC:3:1:18747:1172#0	unique	3L	1331342	0	1
ILLUMINA-075005_0053_FC:3:1:1251:1184#0	unique	X	20426744	0	1
ILLUMINA-075005_0053_FC:3:1:1992:1187#0	unique	2R	11894600	1	1
ILLUMINA-075005_0053_FC:3:1:2320:1178#0	unique	2L	3516866	0	1
ILLUMINA-075005_0053_FC:3:1:2540:1184#0	unique	2R	17408662	1	1
ILLUMINA-075005_0053_FC:3:1:2630:1184#0	unique	2L	19053244	0	1
ILLUMINA-075005_0053_FC:3:1:2887:1179#0	unique	3L	22077412	0	1
ILLUMINA-075005_0053_FC:3:1:3113:1182#0	unique	4	1032998	0	1
ILLUMINA-075005_0053_FC:3:1:3671:1181#0	unique	2L	9896814	0	1
ILLUMINA-075005_0053_FC:3:1:4239:1184#0	unique	2R	24968676	0	1
ILLUMINA-075005_0053_FC:3:1:4280:1184#0	unique	2L	10201296	0	1
ILLUMINA-075005_0053_FC:3:1:4730:1182#0	unique	3L	7720510	0	1
ILLUMINA-075005_0053_FC:3:1:4772:1185#0	unique	2R	16868626	0	1
ILLUMINA-075005_0053_FC:3:1:4875:1177#0	unique	3R	20821212	1	1
ILLUMINA-075005_0053_FC:3:1:4956:1179#0	unique	X	2224423	0	1
ILLUMINA-075005_0053_FC:3:1:5118:1181#0	unique	2L	21678830	1	1
ILLUMINA-075005_0053_FC:3:1:5171:1181#0	unique	2L	16788641	0	1
ILLUMINA-075005_0053_FC:3:1:5212:1181#0	unique	3L	9374841	0	1
ILLUMINA-075005_0053_FC:3:1:5619:1184#0	unique	3R	27923603	1	1
ILLUMINA-075005_0053_FC:3:1:5739:1177#0	unique	2R	18997457	0	1
ILLUMINA-075005_0053_FC:3:1:5827:1187#0	unique	2R	21276279	0	1
ILLUMINA-075005_0053_FC:3:1:6839:1187#0	unique	3R	11224500	0	1
ILLUMINA-075005_0053_FC:3:1:7310:1184#0	unique	3R	30015009	0	1
ILLUMINA-075005_0053_FC:3:1:7376:1186#0	unique	3R	15440932	0	1
ILLUMINA-075005_0053_FC:3:1:7426:1186#0	unique	2L	16786043	0	1
ILLUMINA-075005_0053_FC:3:1:7827:1188#0	unique	3R	31216372	0	1
ILLUMINA-075005_0053_FC:3:1:7881:1179#0	unique	2R	24076842	1	1
ILLUMINA-075005_0053_FC:3:1:7967:1187#0	unique	2R	22607796	2	1
ILLUMINA-075005_0053_FC:3:1:8048:1179#0	unique	X	16452282	0	1
