read_id,star_pos,star_strand,star_nM,my_status,my_pos,my_strand,my_mismatches,match
ILLUMINA-075005_0053_FC:3:1:2953:1345#0,7744024,+,0,unique,7744024,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4705:1352#0,18660550,+,0,unique,18660550,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5835:1350#0,10234122,-,0,unique,10234122,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6349:1351#0,6927115,-,0,unique,6927115,-,0,yes
ILLUMINA-075005_0053_FC:3:1:8376:1350#0,22536139,+,0,unique,22536139,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9536:1341#0,13933126,+,0,unique,13933126,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11234:1346#0,18832974,-,0,unique,18832974,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12038:1346#0,8363947,+,0,unique,8363947,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13097:1350#0,4228318,-,0,unique,4228318,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15509:1346#0,13272944,-,0,unique,13272944,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2587:1357#0,9896977,+,1,unique,9896977,+,1,yes
ILLUMINA-075005_0053_FC:3:1:5460:1357#0,13933354,+,1,unique,13933354,+,1,yes
ILLUMINA-075005_0053_FC:3:1:9321:1356#0,21171958,-,0,unique,21171958,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15373:1354#0,13922708,+,0,unique,13922708,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1634:1368#0,18442742,+,2,unique,18442742,+,2,yes
ILLUMINA-075005_0053_FC:3:1:2497:1366#0,21679086,+,0,unique,21679086,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3427:1369#0,900676,-,0,unique,900676,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3711:1367#0,21679552,+,1,unique,21679552,+,1,yes
ILLUMINA-075005_0053_FC:3:1:4561:1372#0,561308,+,1,unique,561308,+,1,yes
ILLUMINA-075005_0053_FC:3:1:5596:1375#0,39368,+,0,unique,39368,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9181:1368#0,1725305,+,0,unique,1725305,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9349:1375#0,13945367,+,0,unique,13945367,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9710:1366#0,1707510,+,0,unique,1707510,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10269:1374#0,21172063,-,0,unique,21172063,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10426:1374#0,6062208,+,1,unique,6062208,+,1,yes
ILLUMINA-075005_0053_FC:3:1:11445:1368#0,16328563,+,0,unique,16328563,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13207:1373#0,4331753,-,1,unique,4331753,-,1,yes
ILLUMINA-075005_0053_FC:3:1:17996:1366#0,562360,+,0,unique,562360,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1370:1379#0,8379457,+,0,unique,8379457,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1582:1386#0,19959408,-,1,unique,19959408,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3622:1387#0,9903685,+,3,unique,9903685,+,3,yes
ILLUMINA-075005_0053_FC:3:1:4378:1378#0,21678914,+,0,unique,21678914,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7843:1388#0,13921123,+,1,unique,13921123,+,1,yes
ILLUMINA-075005_0053_FC:3:1:8779:1387#0,10847561,+,0,unique,10847561,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10362:1386#0,1725588,+,0,unique,1725588,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11595:1378#0,21678298,+,0,unique,21678298,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11940:1381#0,6935133,+,0,unique,6935133,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14581:1380#0,16742828,+,0,unique,16742828,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15441:1382#0,13922819,+,1,unique,13922819,+,1,yes
ILLUMINA-075005_0053_FC:3:1:17677:1379#0,10975863,+,1,unique,10975863,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18483:1388#0,9896331,+,1,unique,9896331,+,1,yes
ILLUMINA-075005_0053_FC:3:1:19424:1387#0,19959517,-,0,unique,19959517,-,0,yes
ILLUMINA-075005_0053_FC:3:1:1267:1396#0,5327835,-,1,unique,5327835,-,1,yes
ILLUMINA-075005_0053_FC:3:1:4552:1388#0,9896310,+,0,unique,9896310,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5178:1398#0,13923364,+,0,unique,13923364,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10265:1393#0,21172063,-,0,unique,21172063,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11482:1394#0,21170479,-,0,unique,21170479,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11604:1398#0,21678233,+,0,unique,21678233,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13405:1393#0,15064623,+,0,unique,15064623,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14190:1398#0,21170946,-,0,unique,21170946,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19409:1395#0,19959517,-,1,unique,19959517,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3032:1406#0,16788034,-,0,unique,16788034,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5976:1408#0,13923361,+,0,unique,13923361,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6804:1402#0,15037233,-,0,unique,15037233,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7225:1402#0,10222000,-,2,unique,10222000,-,2,yes
ILLUMINA-075005_0053_FC:3:1:9845:1410#0,9896300,+,0,unique,9896300,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10570:1405#0,18442514,+,0,unique,18442514,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10727:1410#0,13394356,+,0,unique,13394356,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12424:1411#0,13922805,+,1,unique,13922805,+,1,yes
ILLUMINA-075005_0053_FC:3:1:13030:1408#0,10201851,-,0,unique,10201851,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13099:1403#0,18442949,+,0,unique,18442949,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13840:1401#0,9896307,+,0,unique,9896307,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15526:1411#0,4797310,+,0,unique,4797310,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16825:1403#0,17472130,+,0,unique,17472130,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18659:1401#0,8363955,+,0,unique,8363955,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6193:1413#0,11523606,+,0,unique,11523606,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7321:1416#0,10201715,-,0,unique,10201715,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9121:1415#0,10038424,-,0,unique,10038424,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9515:1417#0,19008459,+,0,unique,19008459,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9996:1422#0,10201814,-,0,unique,10201814,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11190:1421#0,2382633,-,1,unique,2382633,-,1,yes
ILLUMINA-075005_0053_FC:3:1:13120:1417#0,13921303,+,0,unique,13921303,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16144:1413#0,13921941,+,0,unique,13921941,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17666:1423#0,21171683,-,0,unique,21171683,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19642:1414#0,13921669,+,0,unique,13921669,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1394:1431#0,8191560,+,0,unique,8191560,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5603:1427#0,18856628,+,0,unique,18856628,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6154:1429#0,12045641,+,0,unique,12045641,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7192:1434#0,4228465,-,0,unique,4228465,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10736:1428#0,19543828,-,0,unique,19543828,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14761:1427#0,13394356,+,0,unique,13394356,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14809:1432#0,3145332,+,0,unique,3145332,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17058:1425#0,13922162,+,0,unique,13922162,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17256:1431#0,17440609,+,0,unique,17440609,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17747:1434#0,10847808,+,0,unique,10847808,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18684:1431#0,1726239,+,1,unique,1726239,+,1,yes
ILLUMINA-075005_0053_FC:3:1:6060:1443#0,9968374,-,0,unique,9968374,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7809:1435#0,19008379,+,0,unique,19008379,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8029:1441#0,8363990,+,1,unique,8363990,+,1,yes
ILLUMINA-075005_0053_FC:3:1:9286:1445#0,12744051,-,0,unique,12744051,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10914:1441#0,155662,-,0,unique,155662,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13770:1437#0,13921143,+,0,unique,13921143,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15471:1445#0,13922137,+,1,unique,13922137,+,1,yes
ILLUMINA-075005_0053_FC:3:1:2370:1448#0,4228360,-,0,unique,4228360,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2771:1456#0,10491238,+,0,unique,10491238,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2962:1449#0,6558424,-,2,unique,6558424,-,2,yes
ILLUMINA-075005_0053_FC:3:1:11719:1454#0,10848672,+,0,unique,10848672,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12816:1457#0,20751360,+,2,unique,20751360,+,2,yes
ILLUMINA-075005_0053_FC:3:1:13382:1453#0,10806658,+,0,unique,10806658,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15736:1455#0,1613057,+,1,unique,1613057,+,1,yes
ILLUMINA-075005_0053_FC:3:1:16588:1451#0,19403093,+,0,unique,19403093,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18227:1455#0,4457877,+,0,unique,4457877,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19036:1451#0,4975187,-,0,unique,4975187,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2437:1463#0,9555986,+,2,unique,9555986,+,2,yes
ILLUMINA-075005_0053_FC:3:1:4607:1463#0,8363741,+,1,unique,8363741,+,1,yes
ILLUMINA-075005_0053_FC:3:1:5291:1467#0,3579079,+,0,unique,3579079,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5947:1468#0,16783338,-,0,unique,16783338,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6274:1464#0,5327794,-,1,unique,5327794,-,1,yes
ILLUMINA-075005_0053_FC:3:1:6681:1470#0,21170234,-,0,unique,21170234,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7827:1466#0,21171526,-,0,unique,21171526,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7879:1464#0,18442566,+,0,unique,18442566,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8030:1469#0,6934217,+,0,unique,6934217,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8158:1469#0,13394630,+,0,unique,13394630,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10825:1459#0,7825692,+,0,unique,7825692,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11449:1459#0,562758,-,4,unmapped,,,,no
ILLUMINA-075005_0053_FC:3:1:11996:1465#0,2856554,-,0,unique,2856554,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12392:1464#0,2770684,-,0,unique,2770684,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12834:1461#0,20751360,+,2,unique,20751360,+,2,yes
ILLUMINA-075005_0053_FC:3:1:16487:1460#0,561390,+,0,unique,561390,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17421:1459#0,19954688,-,0,unique,19954688,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19662:1462#0,13921933,+,1,unique,13921933,+,1,yes
ILLUMINA-075005_0053_FC:3:1:19690:1466#0,561647,+,1,unique,561647,+,1,yes
ILLUMINA-075005_0053_FC:3:1:1607:1471#0,10848595,+,0,unique,10848595,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1710:1480#0,13921082,+,0,unique,13921082,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1835:1480#0,10410359,-,0,unique,10410359,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5238:1471#0,16774618,-,1,unique,16774618,-,1,yes
ILLUMINA-075005_0053_FC:3:1:9656:1478#0,13933005,+,8,unmapped,,,,no
ILLUMINA-075005_0053_FC:3:1:10608:1479#0,2747870,+,0,unique,2747870,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11332:1472#0,9967945,-,0,unique,9967945,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15943:1476#0,21172645,-,0,unique,21172645,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17675:1479#0,13933053,+,1,unique,13933053,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18793:1479#0,10848650,+,0,unique,10848650,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3282:1490#0,10234142,-,1,unique,10234142,-,1,yes
ILLUMINA-075005_0053_FC:3:1:4451:1488#0,16786561,-,0,unique,16786561,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6057:1490#0,18442566,+,2,unique,18442566,+,2,yes
ILLUMINA-075005_0053_FC:3:1:8030:1488#0,2962615,-,0,unique,2962615,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10584:1489#0,7818688,-,1,unique,7818688,-,1,yes
ILLUMINA-075005_0053_FC:3:1:11794:1487#0,10847806,-,0,unique,10847806,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13378:1492#0,19123230,+,0,unique,19123230,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17745:1486#0,5174913,-,0,multi,,,,no
ILLUMINA-075005_0053_FC:3:1:18541:1488#0,9967741,-,0,unique,9967741,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18701:1491#0,11523935,+,0,unique,11523935,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1973:1500#0,1606787,-,1,unique,1606787,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3805:1504#0,8379900,+,0,unique,8379900,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6036:1496#0,13945749,+,1,unique,13945749,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7251:1503#0,16786463,-,0,unique,16786463,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11816:1498#0,22247149,+,1,unique,22247149,+,1,yes
ILLUMINA-075005_0053_FC:3:1:13244:1500#0,9940438,-,0,unique,9940438,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15037:1501#0,13933656,+,0,unique,13933656,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2170:1515#0,13933574,+,2,unique,13933574,+,2,yes
ILLUMINA-075005_0053_FC:3:1:5871:1509#0,18442567,+,0,unique,18442567,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12509:1507#0,13922083,+,0,unique,13922083,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14694:1509#0,21172596,-,0,unique,21172596,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2150:1520#0,16785070,-,1,unique,16785070,-,1,yes
ILLUMINA-075005_0053_FC:3:1:2314:1527#0,13921108,+,0,unique,13921108,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2436:1527#0,864062,+,0,unique,864062,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2599:1524#0,10854152,-,0,unique,10854152,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2676:1520#0,13394473,+,0,unique,13394473,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2812:1524#0,16785354,-,0,unique,16785354,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4262:1519#0,10771066,-,0,unique,10771066,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6448:1522#0,3621309,-,0,unique,3621309,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9493:1526#0,7825691,+,0,unique,7825691,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9608:1523#0,9765273,-,1,unique,9765273,-,1,yes
ILLUMINA-075005_0053_FC:3:1:9713:1521#0,561006,+,1,unique,561006,+,1,yes
ILLUMINA-075005_0053_FC:3:1:12613:1522#0,16783492,-,1,unique,16783492,-,1,yes
ILLUMINA-075005_0053_FC:3:1:13961:1518#0,9767950,-,2,unique,9767950,-,2,yes
ILLUMINA-075005_0053_FC:3:1:14612:1523#0,21100272,+,0,unique,21100272,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16854:1520#0,13945165,+,1,unique,13945165,+,1,yes
ILLUMINA-075005_0053_FC:3:1:19228:1523#0,1725170,+,0,unique,1725170,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6865:1533#0,7825676,+,0,unique,7825676,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7175:1536#0,22534948,+,0,unique,22534948,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9089:1535#0,10332964,-,0,unique,10332964,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9735:1531#0,9919396,-,0,unique,9919396,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12573:1540#0,4228432,-,0,unique,4228432,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13033:1536#0,8405205,-,0,unique,8405205,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14241:1539#0,19959959,-,0,unique,19959959,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16279:1533#0,9390701,-,0,unique,9390701,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18646:1534#0,561860,+,1,unique,561860,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18753:1536#0,15749608,+,0,unique,15749608,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19619:1537#0,7825893,+,0,unique,7825893,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3582:1546#0,10848079,+,1,unique,10848079,+,1,yes
ILLUMINA-075005_0053_FC:3:1:3719:1543#0,10202081,-,0,unique,10202081,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4138:1551#0,11799321,+,0,unique,11799321,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6181:1549#0,5206484,-,0,unique,5206484,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7647:1547#0,14616649,-,0,unique,14616649,-,0,yes
ILLUMINA-075005_0053_FC:3:1:8558:1543#0,9896764,+,0,unique,9896764,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8581:1542#0,10410346,-,0,unique,10410346,-,0,yes
ILLUMINA-075005_0053_FC:3:1:8601:1543#0,13945967,+,0,unique,13945967,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12469:1545#0,18383847,-,1,unique,18383847,-,1,yes
ILLUMINA-075005_0053_FC:3:1:12815:1542#0,8132087,-,0,unique,8132087,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13534:1552#0,10853902,-,0,unique,10853902,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13560:1541#0,3466968,-,0,unique,3466968,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14278:1549#0,16450364,-,2,unique,16450364,-,2,yes
ILLUMINA-075005_0053_FC:3:1:15561:1545#0,7408171,-,0,unique,7408171,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18296:1542#0,3070999,+,0,unique,3070999,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2207:1557#0,16785659,-,0,unique,16785659,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2764:1559#0,10201301,-,1,unique,10201301,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3759:1554#0,9736781,-,1,unique,9736781,-,1,yes
ILLUMINA-075005_0053_FC:3:1:4760:1563#0,13921666,+,0,unique,13921666,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5258:1564#0,13933097,+,0,unique,13933097,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5725:1554#0,10201377,-,0,unique,10201377,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7509:1557#0,5182164,-,0,multi,,,,no
ILLUMINA-075005_0053_FC:3:1:9965:1562#0,18442754,+,1,unique,18442754,+,1,yes
ILLUMINA-075005_0053_FC:3:1:10045:1562#0,4457816,+,1,unique,4457816,+,1,yes
ILLUMINA-075005_0053_FC:3:1:14400:1564#0,9552014,+,0,unique,9552014,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14672:1564#0,19959444,-,0,unique,19959444,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14952:1560#0,9163358,-,1,unique,9163358,-,1,yes
ILLUMINA-075005_0053_FC:3:1:15214:1561#0,12738826,-,0,unique,12738826,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16064:1562#0,5071647,-,2,unique,5071647,-,2,yes
ILLUMINA-075005_0053_FC:3:1:16951:1555#0,5984382,-,0,unique,5984382,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18496:1556#0,16887547,+,0,unique,16887547,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18546:1554#0,212456,+,0,unique,212456,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1903:1566#0,16785114,-,0,unique,16785114,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3821:1574#0,218061,+,0,unique,218061,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5124:1569#0,18705387,+,0,unique,18705387,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5420:1568#0,2856482,-,0,unique,2856482,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10607:1566#0,2579489,+,1,unique,2579489,+,1,yes
ILLUMINA-075005_0053_FC:3:1:12353:1572#0,9555990,+,0,unique,9555990,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13525:1573#0,20073892,+,0,unique,20073892,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14815:1566#0,2373260,+,2,unique,2373260,+,2,yes
ILLUMINA-075005_0053_FC:3:1:17202:1567#0,8363824,+,0,unique,8363824,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19041:1573#0,5953600,-,0,unique,5953600,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19402:1573#0,16780658,-,0,unique,16780658,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2121:1583#0,9896990,+,0,unique,9896990,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3471:1581#0,9967777,-,1,unique,9967777,-,1,yes
ILLUMINA-075005_0053_FC:3:1:7952:1586#0,2746886,+,0,unique,2746886,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8977:1584#0,16784691,-,0,unique,16784691,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9640:1587#0,18442518,+,0,unique,18442518,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10375:1581#0,562773,+,0,unique,562773,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11289:1581#0,8042014,+,0,unique,8042014,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11370:1587#0,18450531,+,0,unique,18450531,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12682:1586#0,205113,+,0,unique,205113,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14682:1583#0,10848639,+,0,unique,10848639,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15031:1584#0,7858404,+,0,unique,7858404,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15821:1576#0,10410301,-,0,unique,10410301,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19085:1587#0,5147126,-,0,unique,5147126,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19281:1585#0,13933172,+,1,unique,13933172,+,1,yes
ILLUMINA-075005_0053_FC:3:1:1563:1597#0,16786704,-,0,unique,16786704,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2693:1594#0,8363770,+,0,unique,8363770,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3507:1599#0,8363771,+,0,unique,8363771,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4434:1598#0,13217204,+,1,unique,13217204,+,1,yes
ILLUMINA-075005_0053_FC:3:1:6263:1594#0,6061790,+,2,unique,6061790,+,2,yes
ILLUMINA-075005_0053_FC:3:1:7069:1599#0,12311027,-,0,unique,12311027,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7654:1598#0,19122498,+,0,unique,19122498,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7674:1590#0,4228431,-,0,unique,4228431,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9657:1594#0,5206357,-,0,unique,5206357,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10643:1592#0,1725170,+,0,unique,1725170,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11412:1591#0,9896632,+,0,unique,9896632,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12379:1599#0,13921201,+,0,unique,13921201,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13305:1592#0,13921123,+,1,unique,13921123,+,1,yes
ILLUMINA-075005_0053_FC:3:1:14599:1594#0,13922828,+,2,unique,13922828,+,2,yes
ILLUMINA-075005_0053_FC:3:1:15014:1593#0,7858404,+,0,unique,7858404,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19398:1594#0,4399694,-,0,unique,4399694,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19590:1595#0,10800924,+,0,unique,10800924,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3040:1605#0,4228360,-,1,unique,4228360,-,1,yes
ILLUMINA-075005_0053_FC:3:1:4072:1606#0,9787539,+,0,unique,9787539,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4257:1605#0,22536132,+,0,unique,22536132,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8828:1604#0,18069013,-,0,unique,18069013,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10769:1611#0,13394450,+,2,unique,13394450,+,2,yes
ILLUMINA-075005_0053_FC:3:1:11092:1608#0,4228318,-,1,unique,4228318,-,1,yes
ILLUMINA-075005_0053_FC:3:1:12576:1608#0,22534940,+,0,unique,22534940,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13466:1608#0,4228316,-,0,unique,4228316,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15474:1603#0,10201990,-,0,unique,10201990,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15503:1603#0,4457767,+,0,unique,4457767,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17335:1605#0,13933064,+,1,unique,13933064,+,1,yes
ILLUMINA-075005_0053_FC:3:1:3886:1612#0,13945448,+,0,unique,13945448,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3957:1622#0,16786220,-,1,unique,16786220,-,1,yes
ILLUMINA-075005_0053_FC:3:1:4161:1614#0,3149112,+,0,unique,3149112,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9472:1621#0,16785644,-,0,unique,16785644,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9800:1619#0,13933694,+,0,unique,13933694,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15298:1612#0,21172310,-,0,unique,21172310,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18584:1617#0,2856524,-,0,unique,2856524,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18836:1623#0,21678159,+,0,unique,21678159,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19689:1621#0,13921881,+,1,unique,13921881,+,1,yes
