read_id	status	pos_1based	strand	mismatches	num_hits
ILLUMINA-075005_0053_FC:3:1:12362:1095#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12675:1100#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12707:1102#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12913:1101#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13245:1104#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13298:1097#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14150:1106#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14316:1096#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14371:1103#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14736:1100#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14825:1100#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14932:1103#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15109:1098#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15208:1101#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15425:1098#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15490:1097#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15598:1094#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15619:1101#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15790:1096#0/1	unique	7744408	+	1	1
ILLUMINA-075005_0053_FC:3:1:16202:1099#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16293:1101#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16333:1094#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16481:1103#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16819:1095#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17015:1096#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17073:1096#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17292:1105#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17404:1099#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17508:1098#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17644:1105#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17882:1101#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18088:1101#0/1	unique	18442741	+	1	1
ILLUMINA-075005_0053_FC:3:1:18267:1105#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18326:1100#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18603:1097#0/1	unique	8042028	+	0	1
ILLUMINA-075005_0053_FC:3:1:18628:1100#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18771:1106#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19256:1104#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19340:1095#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19786:1097#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1126:1117#0/1	unique	2579319	+	0	1
ILLUMINA-075005_0053_FC:3:1:1782:1114#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2557:1116#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2763:1116#0/1	unique	1726243	+	0	1
ILLUMINA-075005_0053_FC:3:1:2837:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2857:1116#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2955:1108#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3184:1116#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3277:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3963:1107#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3981:1113#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4159:1106#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4241:1111#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4280:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4626:1113#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4650:1114#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4757:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4879:1113#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4961:1108#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5187:1106#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5501:1109#0/1	unique	9543387	-	0	1
ILLUMINA-075005_0053_FC:3:1:5630:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6186:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6204:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6396:1117#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6475:1109#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6832:1107#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6892:1114#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7001:1109#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7083:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7703:1108#0/1	unique	15065291	+	2	1
ILLUMINA-075005_0053_FC:3:1:7791:1115#0/1	unique	560906	+	0	1
ILLUMINA-075005_0053_FC:3:1:8133:1106#0/1	unique	16788654	-	0	1
ILLUMINA-075005_0053_FC:3:1:8335:1107#0/1	unique	9968388	-	1	1
ILLUMINA-075005_0053_FC:3:1:8385:1113#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8745:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8876:1112#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8941:1107#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9001:1107#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9075:1106#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9297:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9431:1117#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9854:1107#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10114:1116#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10152:1117#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10227:1117#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10273:1118#0/1	unique	10201328	-	0	1
ILLUMINA-075005_0053_FC:3:1:10344:1106#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10384:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10444:1107#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10508:1114#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10555:1109#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10736:1112#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11156:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11228:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11360:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11453:1116#0/1	unique	5529206	-	0	1
ILLUMINA-075005_0053_FC:3:1:11627:1112#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11814:1112#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11953:1108#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12661:1113#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12818:1111#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12901:1114#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13073:1116#0/1	unique	13945750	+	0	1
ILLUMINA-075005_0053_FC:3:1:13341:1109#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13502:1117#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13703:1116#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13776:1108#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13794:1111#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13939:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13962:1108#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14013:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14168:1108#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14210:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14240:1113#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14786:1115#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14912:1106#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15046:1109#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15075:1112#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15129:1113#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15858:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16916:1109#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17062:1109#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17348:1111#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18484:1117#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18707:1115#0/1	unique	13922347	+	0	1
ILLUMINA-075005_0053_FC:3:1:18862:1106#0/1	unique	13945393	+	0	1
ILLUMINA-075005_0053_FC:3:1:18912:1108#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19288:1117#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19674:1110#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1436:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1567:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1664:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1859:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2203:1124#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2394:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2496:1121#0/1	unique	10847515	+	1	1
ILLUMINA-075005_0053_FC:3:1:2817:1128#0/1	unique	13945658	+	0	1
ILLUMINA-075005_0053_FC:3:1:2913:1129#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3084:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3232:1121#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3626:1127#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3669:1128#0/1	unique	16777283	-	0	1
ILLUMINA-075005_0053_FC:3:1:3687:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4196:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4315:1124#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4347:1121#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4473:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4505:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4602:1124#0/1	unique	11002853	+	2	1
ILLUMINA-075005_0053_FC:3:1:4860:1125#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5188:1127#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5252:1123#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5417:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6006:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6101:1123#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6230:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6253:1129#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6317:1122#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6488:1124#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6759:1127#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7321:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7451:1121#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7549:1119#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7588:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7756:1127#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8153:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8184:1119#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8511:1121#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8528:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8564:1123#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8964:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8981:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9848:1125#0/1	unique	9709714	+	0	1
ILLUMINA-075005_0053_FC:3:1:10329:1129#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10354:1121#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10688:1127#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10774:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10936:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11003:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11202:1123#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11424:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11648:1129#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11668:1125#0/1	unique	16782879	-	1	1
ILLUMINA-075005_0053_FC:3:1:11769:1127#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11870:1124#0/1	multi				2
ILLUMINA-075005_0053_FC:3:1:11916:1123#0/1	unique	10201736	-	1	1
ILLUMINA-075005_0053_FC:3:1:12285:1122#0/1	unique	6558420	-	2	1
ILLUMINA-075005_0053_FC:3:1:12345:1122#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12466:1119#0/1	unique	13782017	-	0	1
ILLUMINA-075005_0053_FC:3:1:12491:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12629:1123#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13214:1122#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13235:1119#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14057:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14095:1126#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14322:1124#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14354:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14548:1127#0/1	unique	21170193	-	0	1
ILLUMINA-075005_0053_FC:3:1:14617:1118#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15021:1121#0/1	unique	13921094	+	0	1
ILLUMINA-075005_0053_FC:3:1:15151:1120#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15395:1124#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15811:1122#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16103:1129#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16232:1124#0/1	unique	16327258	-	0	1
ILLUMINA-075005_0053_FC:3:1:16270:1129#0/1	unique	13921079	+	0	1
ILLUMINA-075005_0053_FC:3:1:16351:1121#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16388:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16471:1127#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16510:1129#0/1	unique	10224763	+	0	1
ILLUMINA-075005_0053_FC:3:1:16620:1129#0/1	unique	13920974	+	0	1
ILLUMINA-075005_0053_FC:3:1:17219:1122#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17261:1123#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17363:1126#0/1	unique	13370353	+	1	1
ILLUMINA-075005_0053_FC:3:1:17661:1127#0/1	unique	420380	-	1	1
ILLUMINA-075005_0053_FC:3:1:17817:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17838:1119#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17992:1122#0/1	unique	19959423	-	0	1
ILLUMINA-075005_0053_FC:3:1:18107:1123#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18749:1128#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19368:1122#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19497:1121#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1226:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1494:1134#0/1	unique	21170193	-	0	1
ILLUMINA-075005_0053_FC:3:1:1816:1132#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2371:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2580:1138#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2601:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2734:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2981:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3006:1131#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3259:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3930:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4219:1138#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4887:1132#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5310:1131#0/1	unique	21678290	+	1	1
ILLUMINA-075005_0053_FC:3:1:5404:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5581:1137#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5648:1135#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5678:1138#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5789:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5891:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6047:1137#0/1	unique	4903148	-	2	1
ILLUMINA-075005_0053_FC:3:1:6358:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6507:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6912:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7036:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7368:1132#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7583:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7637:1135#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7675:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7866:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7946:1132#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8115:1138#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8308:1141#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8391:1132#0/1	unique	18705525	+	1	1
ILLUMINA-075005_0053_FC:3:1:8421:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8580:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8927:1131#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8948:1137#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9138:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9225:1132#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9257:1136#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9278:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:9320:1131#0/1	unique	23312956	+	1	1
ILLUMINA-075005_0053_FC:3:1:9380:1135#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10079:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10138:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10181:1137#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10254:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10310:1138#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10391:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:10734:1139#0/1	unique	13945537	+	0	1
ILLUMINA-075005_0053_FC:3:1:11153:1137#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11184:1132#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11597:1136#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11805:1131#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11901:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:11925:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12001:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12781:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12859:1135#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12880:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12904:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12925:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:12944:1137#0/1	unique	7825950	+	0	1
ILLUMINA-075005_0053_FC:3:1:13002:1138#0/1	unique	13921130	+	0	1
ILLUMINA-075005_0053_FC:3:1:13112:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13644:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13848:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14079:1135#0/1	unique	14186770	+	1	1
ILLUMINA-075005_0053_FC:3:1:14141:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14214:1137#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14367:1141#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14412:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14838:1131#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14954:1137#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15116:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15265:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15477:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15621:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15971:1134#0/1	unique	21170922	-	0	1
ILLUMINA-075005_0053_FC:3:1:16133:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16492:1132#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16533:1140#0/1	unique	1725911	+	1	1
ILLUMINA-075005_0053_FC:3:1:16596:1130#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16709:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16807:1131#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:16982:1131#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17307:1133#0/1	unique	21678387	+	0	1
ILLUMINA-075005_0053_FC:3:1:17478:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:17642:1133#0/1	unique	8364021	+	1	1
ILLUMINA-075005_0053_FC:3:1:17697:1132#0/1	unique	6979980	+	2	1
ILLUMINA-075005_0053_FC:3:1:17904:1136#0/1	unique	8686754	-	0	1
ILLUMINA-075005_0053_FC:3:1:18145:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18495:1134#0/1	unique	13945856	+	2	1
ILLUMINA-075005_0053_FC:3:1:18664:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18773:1137#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18817:1134#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18904:1135#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19451:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19468:1131#0/1	unique	16172833	-	2	1
ILLUMINA-075005_0053_FC:3:1:19605:1139#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19649:1140#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19770:1133#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1297:1141#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1657:1150#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:1788:1151#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2411:1145#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2457:1146#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2491:1142#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:2950:1149#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3464:1146#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3660:1153#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3762:1145#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4012:1147#0/1	unique	13923364	+	0	1
ILLUMINA-075005_0053_FC:3:1:4059:1145#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4098:1144#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4533:1144#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4584:1145#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:4992:1148#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5067:1148#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5119:1149#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5249:1143#0/1	unique	4457843	+	1	1
ILLUMINA-075005_0053_FC:3:1:5719:1152#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:5810:1145#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6176:1149#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6193:1151#0/1	unique	642816	+	1	1
ILLUMINA-075005_0053_FC:3:1:6431:1148#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6454:1149#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6552:1142#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:6705:1152#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7404:1148#0/1	unique	8042021	+	0	1
ILLUMINA-075005_0053_FC:3:1:7422:1146#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7493:1148#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:7600:1150#0/1	unique	10358511	+	0	1
ILLUMINA-075005_0053_FC:3:1:7924:1147#0/1	unmapped				0
ILLUMINA-075005_0053_FC:3:1:8044:1145#0/1	unique	13921023	+	1	1
