read_id,star_rname,star_pos,my_status,my_rname,my_pos,match
ILLUMINA-075005_0053_FC:3:1:11156:1110#0,2R,13509252,unique,2R,13509252,yes
ILLUMINA-075005_0053_FC:3:1:11228:1110#0,3R,5636287,unmapped,,,no
ILLUMINA-075005_0053_FC:3:1:11360:1115#0,X,6680954,unique,X,6680954,yes
ILLUMINA-075005_0053_FC:3:1:11453:1116#0,2L,5529206,unique,2L,5529206,yes
ILLUMINA-075005_0053_FC:3:1:11627:1112#0,3L,9050213,unique,3L,9050213,yes
ILLUMINA-075005_0053_FC:3:1:11814:1112#0,3L,2588784,unique,3L,2588784,yes
ILLUMINA-075005_0053_FC:3:1:12661:1113#0,2R,24085806,unique,2R,24085806,yes
ILLUMINA-075005_0053_FC:3:1:13073:1116#0,2L,13945750,unique,2L,13945750,yes
ILLUMINA-075005_0053_FC:3:1:13341:1109#0,3R,23983748,unique,3R,23983748,yes
ILLUMINA-075005_0053_FC:3:1:13502:1117#0,X,23472474,multi,,,no
ILLUMINA-075005_0053_FC:3:1:13703:1116#0,3L,7709844,unique,3L,7709844,yes
ILLUMINA-075005_0053_FC:3:1:13939:1115#0,3R,13778316,unique,3R,13778316,yes
ILLUMINA-075005_0053_FC:3:1:13962:1108#0,3L,9428905,unique,3L,9428905,yes
ILLUMINA-075005_0053_FC:3:1:14912:1106#0,2R,22800728,unique,2R,22800728,yes
ILLUMINA-075005_0053_FC:3:1:15046:1109#0,3R,18181566,unique,3R,18181566,yes
ILLUMINA-075005_0053_FC:3:1:15075:1112#0,3L,5760382,unique,3L,5760382,yes
ILLUMINA-075005_0053_FC:3:1:15129:1113#0,2R,24968809,unique,2R,24968809,yes
ILLUMINA-075005_0053_FC:3:1:15858:1110#0,3L,11059967,unique,3L,11059967,yes
ILLUMINA-075005_0053_FC:3:1:16916:1109#0,3L,12122046,unique,3L,12122046,yes
ILLUMINA-075005_0053_FC:3:1:17062:1109#0,2R,17408858,unique,2R,17408858,yes
ILLUMINA-075005_0053_FC:3:1:17348:1111#0,3L,16307853,unique,3L,16307853,yes
ILLUMINA-075005_0053_FC:3:1:18484:1117#0,X,18092773,unique,X,18092773,yes
ILLUMINA-075005_0053_FC:3:1:18707:1115#0,2L,13922347,unique,2L,13922347,yes
ILLUMINA-075005_0053_FC:3:1:18862:1106#0,2L,13945393,unique,2L,13945393,yes
ILLUMINA-075005_0053_FC:3:1:19674:1110#0,2R,16099242,unique,2R,16099242,yes
ILLUMINA-075005_0053_FC:3:1:1859:1126#0,dmel_mitochondrion_genome,13168,unique,dmel_mitochondrion_genome,13168,yes
ILLUMINA-075005_0053_FC:3:1:2394:1128#0,2R,21211727,unique,2R,21211727,yes
ILLUMINA-075005_0053_FC:3:1:2817:1128#0,2L,13945658,unique,2L,13945658,yes
ILLUMINA-075005_0053_FC:3:1:3232:1121#0,2R,14215619,unique,2R,14215619,yes
ILLUMINA-075005_0053_FC:3:1:3669:1128#0,2L,16777283,unique,2L,16777283,yes
ILLUMINA-075005_0053_FC:3:1:3687:1128#0,2R,23966371,unique,2R,23966371,yes
ILLUMINA-075005_0053_FC:3:1:4196:1126#0,3R,25681968,unique,3R,25681968,yes
ILLUMINA-075005_0053_FC:3:1:4347:1121#0,3R,29149816,unique,3R,29149816,yes
ILLUMINA-075005_0053_FC:3:1:4473:1128#0,dmel_mitochondrion_genome,8395,unique,dmel_mitochondrion_genome,8395,yes
ILLUMINA-075005_0053_FC:3:1:4505:1126#0,X,4704246,unique,X,4704246,yes
ILLUMINA-075005_0053_FC:3:1:4860:1125#0,3R,25475834,unique,3R,25475834,yes
ILLUMINA-075005_0053_FC:3:1:5188:1127#0,3R,31741742,unique,3R,31741742,yes
ILLUMINA-075005_0053_FC:3:1:6006:1128#0,2R,23067737,unique,2R,23067737,yes
ILLUMINA-075005_0053_FC:3:1:6101:1123#0,2R,17408662,unique,2R,17408662,yes
ILLUMINA-075005_0053_FC:3:1:6230:1126#0,3L,9509967,unique,3L,9509967,yes
ILLUMINA-075005_0053_FC:3:1:6253:1129#0,3R,16297076,unique,3R,16297076,yes
ILLUMINA-075005_0053_FC:3:1:6317:1122#0,2R,12377141,unique,2R,12377141,yes
ILLUMINA-075005_0053_FC:3:1:6488:1124#0,2R,9587858,unique,2R,9587858,yes
ILLUMINA-075005_0053_FC:3:1:7321:1120#0,3L,20495972,unique,3L,20495972,yes
ILLUMINA-075005_0053_FC:3:1:7549:1119#0,2R,17094092,unique,2R,17094092,yes
ILLUMINA-075005_0053_FC:3:1:7588:1120#0,4,66464,unique,4,66464,yes
ILLUMINA-075005_0053_FC:3:1:7756:1127#0,2R,14179338,unique,2R,14179338,yes
ILLUMINA-075005_0053_FC:3:1:8153:1120#0,3L,1667952,unique,3L,1667952,yes
ILLUMINA-075005_0053_FC:3:1:8184:1119#0,3L,16967505,unique,3L,16967505,yes
ILLUMINA-075005_0053_FC:3:1:8981:1126#0,3R,7087469,unique,3R,7087469,yes
ILLUMINA-075005_0053_FC:3:1:9848:1125#0,2L,9709714,unique,2L,9709714,yes
ILLUMINA-075005_0053_FC:3:1:10329:1129#0,3L,3221142,unique,3L,3221142,yes
ILLUMINA-075005_0053_FC:3:1:10354:1121#0,X,9555111,unique,X,9555111,yes
ILLUMINA-075005_0053_FC:3:1:10688:1127#0,3R,7253262,unique,3R,7253262,yes
ILLUMINA-075005_0053_FC:3:1:10774:1120#0,X,2442317,unique,X,2442317,yes
ILLUMINA-075005_0053_FC:3:1:10936:1120#0,2R,18418302,unique,2R,18418302,yes
ILLUMINA-075005_0053_FC:3:1:11003:1118#0,3L,8597704,unique,3L,8597704,yes
ILLUMINA-075005_0053_FC:3:1:11424:1118#0,3R,7088106,unique,3R,7088106,yes
ILLUMINA-075005_0053_FC:3:1:11648:1129#0,X,2022255,unique,X,2022255,yes
ILLUMINA-075005_0053_FC:3:1:11668:1125#0,2L,16782879,unique,2L,16782879,yes
ILLUMINA-075005_0053_FC:3:1:11769:1127#0,3R,31216571,unique,3R,31216571,yes
ILLUMINA-075005_0053_FC:3:1:11870:1124#0,2L,14741487,multi,,,no
ILLUMINA-075005_0053_FC:3:1:11916:1123#0,2L,10201736,unique,2L,10201736,yes
ILLUMINA-075005_0053_FC:3:1:12285:1122#0,2L,6558420,unique,2L,6558420,yes
ILLUMINA-075005_0053_FC:3:1:12345:1122#0,2R,24903430,unique,2R,24903430,yes
ILLUMINA-075005_0053_FC:3:1:12466:1119#0,2L,13782017,unique,2L,13782017,yes
ILLUMINA-075005_0053_FC:3:1:12629:1123#0,3R,16652841,unique,3R,16652841,yes
ILLUMINA-075005_0053_FC:3:1:13214:1122#0,2R,22800615,unique,2R,22800615,yes
ILLUMINA-075005_0053_FC:3:1:13235:1119#0,2R,12038482,unique,2R,12038482,yes
ILLUMINA-075005_0053_FC:3:1:14057:1118#0,X,5913084,unique,X,5913084,yes
ILLUMINA-075005_0053_FC:3:1:14322:1124#0,2R,19290887,unique,2R,19290887,yes
ILLUMINA-075005_0053_FC:3:1:14354:1118#0,X,6741941,unique,X,6741941,yes
ILLUMINA-075005_0053_FC:3:1:14548:1127#0,2L,21170193,unique,2L,21170193,yes
ILLUMINA-075005_0053_FC:3:1:14617:1118#0,3L,9049155,unique,3L,9049155,yes
ILLUMINA-075005_0053_FC:3:1:15021:1121#0,2L,13921094,unique,2L,13921094,yes
ILLUMINA-075005_0053_FC:3:1:15395:1124#0,3L,9731143,unique,3L,9731143,yes
ILLUMINA-075005_0053_FC:3:1:15811:1122#0,3L,16994141,unique,3L,16994141,yes
ILLUMINA-075005_0053_FC:3:1:16232:1124#0,2L,16327258,unique,2L,16327258,yes
ILLUMINA-075005_0053_FC:3:1:16270:1129#0,2L,13921079,unique,2L,13921079,yes
ILLUMINA-075005_0053_FC:3:1:16351:1121#0,3L,22077075,unique,3L,22077075,yes
ILLUMINA-075005_0053_FC:3:1:16388:1128#0,2R,17672403,unique,2R,17672403,yes
ILLUMINA-075005_0053_FC:3:1:16471:1127#0,2R,20977414,unique,2R,20977414,yes
ILLUMINA-075005_0053_FC:3:1:16510:1129#0,2L,10224763,unique,2L,10224763,yes
ILLUMINA-075005_0053_FC:3:1:16620:1129#0,2L,13920974,unique,2L,13920974,yes
ILLUMINA-075005_0053_FC:3:1:17261:1123#0,2R,19392287,unique,2R,19392287,yes
ILLUMINA-075005_0053_FC:3:1:17661:1127#0,2L,420380,unique,2L,420380,yes
ILLUMINA-075005_0053_FC:3:1:17838:1119#0,2R,16868813,unique,2R,16868813,yes
ILLUMINA-075005_0053_FC:3:1:17992:1122#0,2L,19959423,unique,2L,19959423,yes
ILLUMINA-075005_0053_FC:3:1:18107:1123#0,3L,9049162,unique,3L,9049162,yes
ILLUMINA-075005_0053_FC:3:1:18749:1128#0,2R,17546546,unique,2R,17546546,yes
ILLUMINA-075005_0053_FC:3:1:1494:1134#0,2L,21170193,unique,2L,21170193,yes
ILLUMINA-075005_0053_FC:3:1:2371:1130#0,3L,7240316,unique,3L,7240316,yes
ILLUMINA-075005_0053_FC:3:1:2580:1138#0,2R,19173798,unique,2R,19173798,yes
ILLUMINA-075005_0053_FC:3:1:2734:1134#0,3R,18165331,unique,3R,18165331,yes
ILLUMINA-075005_0053_FC:3:1:3259:1134#0,3L,18879802,unique,3L,18879802,yes
ILLUMINA-075005_0053_FC:3:1:3930:1134#0,X,17633374,unique,X,17633374,yes
ILLUMINA-075005_0053_FC:3:1:4219:1138#0,3L,21985795,unique,3L,21985795,yes
ILLUMINA-075005_0053_FC:3:1:4887:1132#0,3L,22076826,unique,3L,22076826,yes
ILLUMINA-075005_0053_FC:3:1:5581:1137#0,2R,24996084,unique,2R,24996084,yes
ILLUMINA-075005_0053_FC:3:1:5648:1135#0,X,8874019,unique,X,8874019,yes
ILLUMINA-075005_0053_FC:3:1:5678:1138#0,2R,9919473,unique,2R,9919473,yes
ILLUMINA-075005_0053_FC:3:1:5789:1133#0,3R,9778817,unique,3R,9778817,yes
ILLUMINA-075005_0053_FC:3:1:5891:1134#0,3R,31745339,unique,3R,31745339,yes
ILLUMINA-075005_0053_FC:3:1:6358:1130#0,2R,16333016,unique,2R,16333016,yes
ILLUMINA-075005_0053_FC:3:1:6507:1139#0,3L,7240273,unique,3L,7240273,yes
ILLUMINA-075005_0053_FC:3:1:7036:1133#0,3R,11215484,unique,3R,11215484,yes
ILLUMINA-075005_0053_FC:3:1:7583:1139#0,3L,68811,unique,3L,68811,yes
ILLUMINA-075005_0053_FC:3:1:7675:1130#0,X,19740928,unique,X,19740928,yes
ILLUMINA-075005_0053_FC:3:1:7866:1134#0,2R,8911817,unique,2R,8911817,yes
ILLUMINA-075005_0053_FC:3:1:7946:1132#0,3L,9050199,unique,3L,9050199,yes
ILLUMINA-075005_0053_FC:3:1:8115:1138#0,3R,15313145,unique,3R,15313145,yes
ILLUMINA-075005_0053_FC:3:1:8421:1140#0,3R,24717920,unique,3R,24717920,yes
ILLUMINA-075005_0053_FC:3:1:8927:1131#0,3R,31599095,unique,3R,31599095,yes
ILLUMINA-075005_0053_FC:3:1:8948:1137#0,3L,9973347,unique,3L,9973347,yes
ILLUMINA-075005_0053_FC:3:1:9138:1139#0,X,7935507,multi,,,no
ILLUMINA-075005_0053_FC:3:1:9225:1132#0,3L,14033978,unique,3L,14033978,yes
ILLUMINA-075005_0053_FC:3:1:9320:1131#0,2L,23312956,unique,2L,23312956,yes
ILLUMINA-075005_0053_FC:3:1:10079:1130#0,X,12899766,unmapped,,,no
ILLUMINA-075005_0053_FC:3:1:10138:1139#0,3R,14327447,unique,3R,14327447,yes
ILLUMINA-075005_0053_FC:3:1:10181:1137#0,2R,17408257,unique,2R,17408257,yes
ILLUMINA-075005_0053_FC:3:1:10254:1140#0,3R,30572293,unique,3R,30572293,yes
ILLUMINA-075005_0053_FC:3:1:10734:1139#0,2L,13945537,unique,2L,13945537,yes
ILLUMINA-075005_0053_FC:3:1:11153:1137#0,2R,13509252,unmapped,,,no
ILLUMINA-075005_0053_FC:3:1:11184:1132#0,2R,17408446,unique,2R,17408446,yes
ILLUMINA-075005_0053_FC:3:1:11597:1136#0,3R,31740574,unique,3R,31740574,yes
ILLUMINA-075005_0053_FC:3:1:11805:1131#0,3R,15440823,unique,3R,15440823,yes
ILLUMINA-075005_0053_FC:3:1:11901:1140#0,X,17666040,unique,X,17666040,yes
ILLUMINA-075005_0053_FC:3:1:12001:1134#0,2R,9587609,unique,2R,9587609,yes
ILLUMINA-075005_0053_FC:3:1:12880:1130#0,3R,26985670,unique,3R,26985670,yes
ILLUMINA-075005_0053_FC:3:1:12904:1139#0,dmel_mitochondrion_genome,13733,unique,dmel_mitochondrion_genome,13733,yes
ILLUMINA-075005_0053_FC:3:1:12925:1130#0,dmel_mitochondrion_genome,13733,unique,dmel_mitochondrion_genome,13733,yes
ILLUMINA-075005_0053_FC:3:1:12944:1137#0,2L,7825950,unique,2L,7825950,yes
ILLUMINA-075005_0053_FC:3:1:13002:1138#0,2L,13921130,unique,2L,13921130,yes
ILLUMINA-075005_0053_FC:3:1:13644:1133#0,3R,31763351,unique,3R,31763351,yes
ILLUMINA-075005_0053_FC:3:1:13848:1134#0,3L,5760216,unique,3L,5760216,yes
ILLUMINA-075005_0053_FC:3:1:14079:1135#0,2L,14186770,unique,2L,14186770,yes
ILLUMINA-075005_0053_FC:3:1:14367:1141#0,2R,6635703,unique,2R,6635703,yes
ILLUMINA-075005_0053_FC:3:1:14412:1139#0,3L,8602108,unique,3L,8602108,yes
ILLUMINA-075005_0053_FC:3:1:15116:1133#0,X,11111874,unique,X,11111874,yes
ILLUMINA-075005_0053_FC:3:1:15971:1134#0,2L,21170922,unique,2L,21170922,yes
ILLUMINA-075005_0053_FC:3:1:16492:1132#0,3R,27924140,unique,3R,27924140,yes
ILLUMINA-075005_0053_FC:3:1:16596:1130#0,3L,14998471,unique,3L,14998471,yes
ILLUMINA-075005_0053_FC:3:1:16709:1134#0,3R,9629177,unique,3R,9629177,yes
ILLUMINA-075005_0053_FC:3:1:16807:1131#0,3R,15266603,unique,3R,15266603,yes
ILLUMINA-075005_0053_FC:3:1:17307:1133#0,2L,21678387,unique,2L,21678387,yes
ILLUMINA-075005_0053_FC:3:1:17697:1132#0,2L,6979980,unique,2L,6979980,yes
ILLUMINA-075005_0053_FC:3:1:17904:1136#0,2L,8686754,unique,2L,8686754,yes
ILLUMINA-075005_0053_FC:3:1:18495:1134#0,2L,13945856,unique,2L,13945856,yes
ILLUMINA-075005_0053_FC:3:1:18664:1133#0,3L,19535522,unique,3L,19535522,yes
ILLUMINA-075005_0053_FC:3:1:18773:1137#0,3L,8338221,unique,3L,8338221,yes
ILLUMINA-075005_0053_FC:3:1:18817:1134#0,X,19740796,unique,X,19740796,yes
ILLUMINA-075005_0053_FC:3:1:18904:1135#0,3L,1330178,unique,3L,1330178,yes
ILLUMINA-075005_0053_FC:3:1:19451:1140#0,3L,8601662,unique,3L,8601662,yes
ILLUMINA-075005_0053_FC:3:1:19605:1139#0,dmel_mitochondrion_genome,12898,unique,dmel_mitochondrion_genome,12898,yes
ILLUMINA-075005_0053_FC:3:1:19770:1133#0,X,12690638,unique,X,12690638,yes
ILLUMINA-075005_0053_FC:3:1:1297:1141#0,3R,18221030,unique,3R,18221030,yes
ILLUMINA-075005_0053_FC:3:1:1657:1150#0,X,649127,unique,X,649127,yes
ILLUMINA-075005_0053_FC:3:1:1788:1151#0,3R,30208131,unique,3R,30208131,yes
ILLUMINA-075005_0053_FC:3:1:2411:1145#0,2R,24009975,unique,2R,24009975,yes
ILLUMINA-075005_0053_FC:3:1:2491:1142#0,3R,14270946,unique,3R,14270946,yes
ILLUMINA-075005_0053_FC:3:1:3464:1146#0,2R,23708877,unique,2R,23708877,yes
ILLUMINA-075005_0053_FC:3:1:3660:1153#0,2R,23995670,unique,2R,23995670,yes
ILLUMINA-075005_0053_FC:3:1:3762:1145#0,2R,22799925,unique,2R,22799925,yes
ILLUMINA-075005_0053_FC:3:1:4012:1147#0,2L,13923364,unique,2L,13923364,yes
ILLUMINA-075005_0053_FC:3:1:4533:1144#0,2R,18797266,unique,2R,18797266,yes
ILLUMINA-075005_0053_FC:3:1:4584:1145#0,2R,14989111,unique,2R,14989111,yes
ILLUMINA-075005_0053_FC:3:1:4992:1148#0,2R,14149262,unique,2R,14149262,yes
ILLUMINA-075005_0053_FC:3:1:5067:1148#0,2R,16570183,unique,2R,16570183,yes
ILLUMINA-075005_0053_FC:3:1:5119:1149#0,X,2609317,unique,X,2609317,yes
ILLUMINA-075005_0053_FC:3:1:5719:1152#0,4,169152,unique,4,169152,yes
ILLUMINA-075005_0053_FC:3:1:5810:1145#0,3R,8774550,unique,3R,8774550,yes
ILLUMINA-075005_0053_FC:3:1:6176:1149#0,2R,17408744,unique,2R,17408744,yes
ILLUMINA-075005_0053_FC:3:1:6193:1151#0,2L,642816,unique,2L,642816,yes
ILLUMINA-075005_0053_FC:3:1:6454:1149#0,3R,31599150,unique,3R,31599150,yes
ILLUMINA-075005_0053_FC:3:1:6552:1142#0,X,15848906,unique,X,15848906,yes
ILLUMINA-075005_0053_FC:3:1:7404:1148#0,2L,8042021,unique,2L,8042021,yes
ILLUMINA-075005_0053_FC:3:1:7600:1150#0,2L,10358511,unique,2L,10358511,yes
ILLUMINA-075005_0053_FC:3:1:7924:1147#0,3R,30173596,unique,3R,30173596,yes
ILLUMINA-075005_0053_FC:3:1:8044:1145#0,2L,13921023,unique,2L,13921023,yes
ILLUMINA-075005_0053_FC:3:1:8075:1142#0,X,3882493,unique,X,3882493,yes
ILLUMINA-075005_0053_FC:3:1:8131:1150#0,3R,15313145,unique,3R,15313145,yes
ILLUMINA-075005_0053_FC:3:1:8156:1149#0,3L,19536426,unique,3L,19536426,yes
ILLUMINA-075005_0053_FC:3:1:8232:1149#0,3R,31773589,unique,3R,31773589,yes
ILLUMINA-075005_0053_FC:3:1:8372:1148#0,2L,7231035,unique,2L,7231035,yes
ILLUMINA-075005_0053_FC:3:1:9126:1152#0,3L,5154391,unique,3L,5154391,yes
ILLUMINA-075005_0053_FC:3:1:9240:1147#0,3L,14033978,unique,3L,14033978,yes
ILLUMINA-075005_0053_FC:3:1:9638:1147#0,4,1033781,unique,4,1033781,yes
ILLUMINA-075005_0053_FC:3:1:9752:1150#0,3R,25681884,unique,3R,25681884,yes
ILLUMINA-075005_0053_FC:3:1:9825:1150#0,2R,22800174,unique,2R,22800174,yes
ILLUMINA-075005_0053_FC:3:1:10901:1144#0,2L,18706519,unique,2L,18706519,yes
ILLUMINA-075005_0053_FC:3:1:10998:1148#0,X,15139012,unique,X,15139012,yes
ILLUMINA-075005_0053_FC:3:1:11658:1147#0,3R,20851093,unique,3R,20851093,yes
ILLUMINA-075005_0053_FC:3:1:11777:1152#0,2L,19008379,unique,2L,19008379,yes
ILLUMINA-075005_0053_FC:3:1:12341:1152#0,3R,30172269,unique,3R,30172269,yes
ILLUMINA-075005_0053_FC:3:1:12558:1148#0,3R,27049668,unique,3R,27049668,yes
ILLUMINA-075005_0053_FC:3:1:12595:1146#0,2R,21294271,unique,2R,21294271,yes
ILLUMINA-075005_0053_FC:3:1:12646:1153#0,3R,31216922,unique,3R,31216922,yes
ILLUMINA-075005_0053_FC:3:1:13053:1150#0,X,5903725,multi,,,no
ILLUMINA-075005_0053_FC:3:1:13174:1152#0,3R,7088740,unique,3R,7088740,yes
ILLUMINA-075005_0053_FC:3:1:13310:1145#0,3L,8327835,unique,3L,8327835,yes
ILLUMINA-075005_0053_FC:3:1:13580:1151#0,3R,29863429,unique,3R,29863429,yes
ILLUMINA-075005_0053_FC:3:1:13741:1142#0,3R,5593276,unique,3R,5593276,yes
ILLUMINA-075005_0053_FC:3:1:13912:1144#0,2L,13922711,unique,2L,13922711,yes
ILLUMINA-075005_0053_FC:3:1:13983:1143#0,2R,13263958,unique,2R,13263958,yes
ILLUMINA-075005_0053_FC:3:1:15054:1145#0,3L,19989875,unique,3L,19989875,yes
ILLUMINA-075005_0053_FC:3:1:15149:1142#0,3L,8337657,unique,3L,8337657,yes
ILLUMINA-075005_0053_FC:3:1:15446:1142#0,3L,8357440,unique,3L,8357440,yes
ILLUMINA-075005_0053_FC:3:1:15857:1148#0,3R,15266095,unique,3R,15266095,yes
ILLUMINA-075005_0053_FC:3:1:16344:1141#0,3L,17955281,unique,3L,17955281,yes
ILLUMINA-075005_0053_FC:3:1:16834:1152#0,3L,1668051,unique,3L,1668051,yes
ILLUMINA-075005_0053_FC:3:1:17078:1146#0,3R,9679302,unique,3R,9679302,yes
ILLUMINA-075005_0053_FC:3:1:17410:1147#0,X,18426841,unique,X,18426841,yes
ILLUMINA-075005_0053_FC:3:1:18164:1148#0,X,19492820,unique,X,19492820,yes
ILLUMINA-075005_0053_FC:3:1:18619:1150#0,2L,9767989,unique,2L,9767989,yes
ILLUMINA-075005_0053_FC:3:1:18919:1144#0,2R,22855522,unique,2R,22855522,yes
ILLUMINA-075005_0053_FC:3:1:19716:1142#0,2R,15544759,unique,2R,15544759,yes
ILLUMINA-075005_0053_FC:3:1:19798:1145#0,2R,13266079,unique,2R,13266079,yes
ILLUMINA-075005_0053_FC:3:1:1289:1159#0,X,18426483,unique,X,18426483,yes
ILLUMINA-075005_0053_FC:3:1:1386:1154#0,2L,10848084,unique,2L,10848084,yes
ILLUMINA-075005_0053_FC:3:1:1428:1162#0,2L,21678485,unique,2L,21678485,yes
ILLUMINA-075005_0053_FC:3:1:3481:1161#0,2R,13983889,unique,2R,13983889,yes
ILLUMINA-075005_0053_FC:3:1:3806:1160#0,3L,2588720,unique,3L,2588720,yes
ILLUMINA-075005_0053_FC:3:1:3844:1159#0,3R,6469628,unique,3R,6469628,yes
ILLUMINA-075005_0053_FC:3:1:3887:1158#0,X,1344135,unique,X,1344135,yes
ILLUMINA-075005_0053_FC:3:1:4075:1161#0,3R,29153031,unique,3R,29153031,yes
ILLUMINA-075005_0053_FC:3:1:4462:1160#0,2L,5984265,unique,2L,5984265,yes
ILLUMINA-075005_0053_FC:3:1:4512:1158#0,3R,7088130,unique,3R,7088130,yes
ILLUMINA-075005_0053_FC:3:1:4555:1160#0,2L,4447369,unique,2L,4447369,yes
ILLUMINA-075005_0053_FC:3:1:4818:1154#0,X,9587066,unique,X,9587066,yes
ILLUMINA-075005_0053_FC:3:1:5397:1161#0,3R,5624988,unique,3R,5624988,yes
ILLUMINA-075005_0053_FC:3:1:5450:1158#0,X,2172828,unique,X,2172828,yes
ILLUMINA-075005_0053_FC:3:1:5571:1157#0,2R,24027157,unique,2R,24027157,yes
ILLUMINA-075005_0053_FC:3:1:6324:1162#0,X,2446936,unique,X,2446936,yes
ILLUMINA-075005_0053_FC:3:1:6655:1158#0,2L,10847434,unique,2L,10847434,yes
ILLUMINA-075005_0053_FC:3:1:6783:1155#0,3L,9050044,unique,3L,9050044,yes
ILLUMINA-075005_0053_FC:3:1:6925:1154#0,2R,17546528,unique,2R,17546528,yes
ILLUMINA-075005_0053_FC:3:1:7035:1159#0,3R,29853200,unique,3R,29853200,yes
ILLUMINA-075005_0053_FC:3:1:7101:1164#0,3L,17848178,unique,3L,17848178,yes
ILLUMINA-075005_0053_FC:3:1:7625:1162#0,3L,5135235,unique,3L,5135235,yes
ILLUMINA-075005_0053_FC:3:1:7708:1158#0,2R,7509024,unique,2R,7509024,yes
ILLUMINA-075005_0053_FC:3:1:8391:1164#0,2L,7802244,unique,2L,7802244,yes
ILLUMINA-075005_0053_FC:3:1:8422:1161#0,3R,30167071,unique,3R,30167071,yes
ILLUMINA-075005_0053_FC:3:1:8547:1157#0,3L,21985376,unique,3L,21985376,yes
ILLUMINA-075005_0053_FC:3:1:8596:1155#0,2L,10410360,unique,2L,10410360,yes
ILLUMINA-075005_0053_FC:3:1:8740:1162#0,2L,5196128,unique,2L,5196128,yes
ILLUMINA-075005_0053_FC:3:1:8758:1159#0,2L,19762154,unique,2L,19762154,yes
ILLUMINA-075005_0053_FC:3:1:8809:1161#0,2L,13933453,unique,2L,13933453,yes
ILLUMINA-075005_0053_FC:3:1:8933:1155#0,3R,9265846,unique,3R,9265846,yes
ILLUMINA-075005_0053_FC:3:1:9524:1158#0,2R,17075777,unique,2R,17075777,yes
ILLUMINA-075005_0053_FC:3:1:10185:1158#0,3R,22721700,unique,3R,22721700,yes
ILLUMINA-075005_0053_FC:3:1:10378:1157#0,2L,13933316,unique,2L,13933316,yes
ILLUMINA-075005_0053_FC:3:1:10670:1161#0,3R,6216724,unique,3R,6216724,yes
ILLUMINA-075005_0053_FC:3:1:10803:1156#0,X,7893086,unique,X,7893086,yes
ILLUMINA-075005_0053_FC:3:1:10848:1154#0,3R,27965887,unique,3R,27965887,yes
ILLUMINA-075005_0053_FC:3:1:11260:1163#0,3L,9870593,unique,3L,9870593,yes
ILLUMINA-075005_0053_FC:3:1:11566:1163#0,X,2147363,unique,X,2147363,yes
ILLUMINA-075005_0053_FC:3:1:11875:1154#0,2R,23074131,unique,2R,23074131,yes
ILLUMINA-075005_0053_FC:3:1:12716:1155#0,3L,17426195,unique,3L,17426195,yes
ILLUMINA-075005_0053_FC:3:1:13343:1158#0,3R,22028623,unique,3R,22028623,yes
ILLUMINA-075005_0053_FC:3:1:13465:1156#0,3R,17669191,unique,3R,17669191,yes
ILLUMINA-075005_0053_FC:3:1:14265:1163#0,2R,22800367,unique,2R,22800367,yes
ILLUMINA-075005_0053_FC:3:1:14533:1155#0,2R,22854717,unique,2R,22854717,yes
ILLUMINA-075005_0053_FC:3:1:15150:1160#0,2R,8911690,unique,2R,8911690,yes
ILLUMINA-075005_0053_FC:3:1:16226:1155#0,3L,8519693,unique,3L,8519693,yes
ILLUMINA-075005_0053_FC:3:1:16471:1155#0,3R,5267818,unique,3R,5267818,yes
ILLUMINA-075005_0053_FC:3:1:16509:1159#0,2L,10274477,unique,2L,10274477,yes
ILLUMINA-075005_0053_FC:3:1:16760:1154#0,X,5683271,unique,X,5683271,yes
ILLUMINA-075005_0053_FC:3:1:17189:1157#0,3R,20851050,unique,3R,20851050,yes
ILLUMINA-075005_0053_FC:3:1:17500:1163#0,3R,14607335,unique,3R,14607335,yes
ILLUMINA-075005_0053_FC:3:1:17681:1157#0,X,17937624,unique,X,17937624,yes
ILLUMINA-075005_0053_FC:3:1:17786:1155#0,2R,16142866,unique,2R,16142866,yes
ILLUMINA-075005_0053_FC:3:1:17813:1161#0,2L,5525420,unique,2L,5525420,yes
ILLUMINA-075005_0053_FC:3:1:17895:1157#0,3R,28993758,unique,3R,28993758,yes
ILLUMINA-075005_0053_FC:3:1:17913:1157#0,X,15139022,unique,X,15139022,yes
ILLUMINA-075005_0053_FC:3:1:18122:1153#0,4,1033623,unique,4,1033623,yes
ILLUMINA-075005_0053_FC:3:1:18364:1158#0,2R,12881144,unique,2R,12881144,yes
ILLUMINA-075005_0053_FC:3:1:18381:1165#0,2L,7825699,unique,2L,7825699,yes
ILLUMINA-075005_0053_FC:3:1:19229:1163#0,2L,13945337,unique,2L,13945337,yes
ILLUMINA-075005_0053_FC:3:1:19435:1156#0,2L,10221666,unique,2L,10221666,yes
ILLUMINA-075005_0053_FC:3:1:1166:1165#0,2R,9142570,unique,2R,9142570,yes
ILLUMINA-075005_0053_FC:3:1:1328:1165#0,X,6359019,unique,X,6359019,yes
ILLUMINA-075005_0053_FC:3:1:1459:1174#0,X,15084174,unique,X,15084174,yes
ILLUMINA-075005_0053_FC:3:1:1539:1165#0,3R,15440760,unique,3R,15440760,yes
ILLUMINA-075005_0053_FC:3:1:2258:1165#0,X,2027764,unique,X,2027764,yes
ILLUMINA-075005_0053_FC:3:1:2600:1173#0,3L,9511128,unique,3L,9511128,yes
